mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5489041328430175,0.011677072779022264,0.010623931884765625,0.0013737267723416045,5,0.7,1.0,0.1,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.1}",0.49,0.545,0.515,0.515,0.49,0.5110000000000001,0.020346989949375824,254
0.5166870594024658,0.015026626120304502,0.01030106544494629,0.0007237858652398549,5,0.8,0.7,0.01,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.545,0.53,0.54,0.55,0.545,0.542,0.006782329983125274,13
0.4820736885070801,0.021167693214726405,0.010250091552734375,0.00038826021634644724,5,0.8,0.7,0.03,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.03}",0.515,0.525,0.53,0.52,0.55,0.5279999999999999,0.012083045973594582,159
0.43012475967407227,0.012283685560263989,0.009934139251708985,0.0013545784788234505,5,0.8,0.7,0.07,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.07}",0.51,0.565,0.525,0.53,0.52,0.53,0.01870828693386968,118
0.4849327564239502,0.038354033362316374,0.011066818237304687,0.001534531592039886,5,0.8,0.7,0.1,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.1}",0.555,0.565,0.555,0.505,0.53,0.542,0.021817424229271427,13
0.5488644123077393,0.014745463287419668,0.010115432739257812,0.0006122319009057819,5,0.8,0.8,0.01,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.525,0.565,0.58,0.52,0.5,0.538,0.02976575213227441,37
0.5257952690124512,0.014379983609236417,0.01040349006652832,0.0006688266544712773,5,0.8,0.8,0.03,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.03}",0.5,0.555,0.555,0.55,0.54,0.54,0.02073644135332774,26
0.5333077907562256,0.02233064968979634,0.010842323303222656,0.001689926893048677,5,0.8,0.8,0.07,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.07}",0.51,0.56,0.54,0.52,0.505,0.5269999999999999,0.02039607805437116,167
0.5188306331634521,0.02436361895457442,0.011269092559814453,0.0008694983390459285,5,0.8,0.8,0.1,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.1}",0.51,0.535,0.56,0.515,0.525,0.529,0.017720045146669368,140
0.5129522800445556,0.02832370556628322,0.008988475799560547,0.0007030448736240542,5,0.8,0.9,0.01,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.01}",0.52,0.525,0.555,0.535,0.505,0.528,0.016613247725836167,147
0.5555017471313477,0.02544828435723131,0.011018705368041993,0.000831019446001218,5,0.8,0.9,0.03,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.03}",0.49,0.55,0.565,0.52,0.555,0.536,0.027459060435491962,54
0.5643413543701172,0.007495367560139812,0.010898971557617187,0.0009528646322120798,5,0.8,0.9,0.07,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.07}",0.535,0.555,0.54,0.545,0.51,0.5370000000000001,0.015033296378372923,42
0.5329639434814453,0.014248492173304676,0.009923171997070313,0.001326498346201019,5,0.8,0.9,0.1,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.1}",0.505,0.53,0.55,0.53,0.485,0.52,0.02258317958127245,226
0.5687016487121582,0.009137301091950226,0.009933185577392579,0.0012783369456222944,5,0.8,1.0,0.01,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.54,0.56,0.56,0.5,0.525,0.537,0.022715633383201112,49
0.5705615043640136,0.030378849943800072,0.009804391860961914,0.0010274494308624934,5,0.8,1.0,0.03,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.525,0.56,0.545,0.52,0.525,0.5349999999999999,0.015165750888103114,75
0.5281048774719238,0.0291242947436603,0.008570384979248048,0.0012802183787788367,5,0.8,1.0,0.07,"{'max_depth': 5, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.07}",0.495,0.6,0.545,0.53,0.495,0.533,0.0388072158238645,96
